used_ai_type,other_ai_type,suitability_choice,reason,difficulty_rating,has_comparison,session_id
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,342
Complementary,Similar,,,Orta,False,343
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,344
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,345
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,346
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,347
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,348
Similar,Complementary,,,Zor,False,349
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,350
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,351
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,352
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,353
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,354
Similar,Complementary,,,Orta,False,355
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,356
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,357
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,358
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,359
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,360
Complementary,Similar,,,Zor,False,361
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,362
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,363
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,364
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,365
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,366
Similar,Complementary,,,Zor,False,367
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,368
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,369
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,370
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,371
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,372
Complementary,Similar,,,Zor,False,373
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,374
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,375
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,376
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,377
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,378
Similar,Complementary,,,Orta,False,379
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,380
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,381
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,382
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,383
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,384
Complementary,Similar,,,Zor,False,385
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,386
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,387
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,388
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,389
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,390
Similar,Complementary,,,Zor,False,391
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,392
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,393
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,394
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,395
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,396
Complementary,Similar,,,Kolay,False,397
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,398
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,399
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,400
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,401
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,402
Similar,Complementary,,,Orta,False,403
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,404
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,405
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,406
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,407
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,408
Complementary,Similar,,,Kolay,False,409
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,410
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,411
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,412
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,413
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,414
Similar,Complementary,,,Orta,False,415
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,416
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,417
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,418
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,419
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,420
Similar,Complementary,,,Orta,False,421
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,422
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,423
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,424
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,425
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,426
Similar,Complementary,,,Kolay,False,427
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,428
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,429
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,430
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,431
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,432
Similar,Complementary,,,Kolay,False,433
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,434
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,435
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,436
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,437
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,438
Complementary,Similar,,,Orta,False,439
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,440
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,441
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,442
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,443
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,444
Complementary,Similar,,,Orta,False,445
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,446
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,447
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,448
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,449
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,450
Similar,Complementary,,,Zor,False,451
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,452
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,453
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,454
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,455
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,456
Complementary,Similar,,,Kolay,False,457
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,458
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,459
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,460
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,461
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,462
Complementary,Similar,,,Kolay,False,463
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,464
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,465
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,466
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,467
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,468
Complementary,Similar,,,Zor,False,469
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,470
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,471
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,472
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,473
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,474
Complementary,Similar,,,Kolay,False,475
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,476
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,477
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,478
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,479
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,480
Similar,Complementary,,,Kolay,False,481
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,482
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,483
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,484
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,485
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,486
Similar,Complementary,,,Kolay,False,487
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,488
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,489
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,490
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,491
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,492
Complementary,Similar,,,Zor,False,493
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,494
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,495
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,496
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,497
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,498
Similar,Complementary,,,Kolay,False,499
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,500
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,501
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,502
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,503
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,504
Complementary,Similar,,,Orta,False,505
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,506
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,507
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,508
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,509
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,510
Complementary,Similar,,,Zor,False,511
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,512
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,513
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,514
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,515
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,516
Similar,Complementary,,,Kolay,False,517
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,518
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,519
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,520
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,521
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,522
Similar,Complementary,,,Orta,False,523
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,524
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,525
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,526
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,527
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,528
Similar,Complementary,,,Orta,False,529
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,530
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,531
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,532
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Zor,True,533
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,534
Similar,Complementary,,,Zor,False,535
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,536
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,537
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,538
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,539
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,540
Similar,Complementary,,,Kolay,False,541
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,542
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,543
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,544
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,545
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,546
Complementary,Similar,,,Orta,False,547
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,548
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,549
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,550
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,551
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,552
Complementary,Similar,,,Orta,False,553
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,554
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,555
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,556
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,557
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,558
Similar,Complementary,,,Zor,False,559
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,560
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,561
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,562
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,563
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,564
Complementary,Similar,,,Zor,False,565
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,566
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,567
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,568
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,569
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,570
Complementary,Similar,,,Orta,False,571
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,572
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,573
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,574
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,575
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,576
Complementary,Similar,,,Zor,False,577
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,578
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,579
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,580
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,581
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,582
Complementary,Similar,,,Kolay,False,583
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,584
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,585
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,586
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,587
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,588
Complementary,Similar,,,Kolay,False,589
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,590
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,591
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,592
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,593
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,594
Similar,Complementary,,,Kolay,False,595
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,596
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,597
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,598
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,599
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,600
Complementary,Similar,,,Zor,False,601
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,602
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,603
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,604
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,605
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,606
Complementary,Similar,,,Kolay,False,607
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,608
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,609
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,610
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,611
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Zor,True,612
Complementary,Similar,,,Zor,False,613
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,614
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,615
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,616
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,617
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,618
Complementary,Similar,,,Zor,False,619
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,620
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,621
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,622
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,623
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,624
Similar,Complementary,,,Orta,False,625
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,626
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,627
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,628
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,629
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,630
Similar,Complementary,,,Kolay,False,631
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,632
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,633
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,634
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Çok Kolay,True,635
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,636
Similar,Complementary,,,Orta,False,637
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,638
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,639
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,640
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,641
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,642
Similar,Complementary,,,Zor,False,643
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,644
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,645
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Çok Kolay,True,646
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,647
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,648
Complementary,Similar,,,Orta,False,649
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,650
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,651
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,652
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,653
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,654
Similar,Complementary,,,Orta,False,655
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Zor,True,656
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,657
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,658
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Çok Zor,True,659
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,660
Complementary,Similar,,,Kolay,False,661
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,662
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,663
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,664
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,665
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Çok Kolay,True,666
Complementary,Similar,,,Zor,False,667
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,668
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,669
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Orta,True,670
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,671
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,672
Complementary,Similar,,,Zor,False,673
Similar,Complementary,İkisi de uygun,Her ikisinin de avantajları vardı,Orta,True,674
Complementary,Similar,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,675
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Zor,True,676
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Kolay,True,677
Complementary,Similar,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Orta,True,678
Similar,Complementary,,,Kolay,False,679
Similar,Complementary,Complementary,"Daha çok öğrendim, zorlayıcıydı ama faydalı",Kolay,True,680
Complementary,Similar,İkisi de uygun,Her ikisinin de avantajları vardı,Kolay,True,681
Similar,Complementary,Similar,"Rahat hissettim, seviyeme uygundu",Zor,True,682
